
YDR219C,-0.133,-1.37,0.25,0.433,-2.327,1.866,1.399
YDR272W,0.091,0.311,0.445,0.742,0.826,2.7,1.89
YDR529C,0.21,0.266,0.305,1.094,1.38,2.851,2.996
YER067W,0.004,0.295,0.741,1.342,0.924,3.522,3.049
YER096W,0.09,0.192,0.469,0.404,-0.257,0.902,2.257
YGL037C,0.255,0.414,0.189,1.382,1.77,2.959,2.256
YGL153W,-0.139,-0.482,0.239,0.197,-0.043,1.369,2.007
YGL187C,0.202,0.39,0.409,0.849,1.285,2.187,2.576
YGL259W,-0.126,-0.2,0.401,0.891,0.673,2.059,3.24
YGR066C,-0.384,-1.078,0.256,-0.149,-0.686,2.092,1.686
YGR088W,0.218,0.197,0.077,0.982,1.393,3.937,3.389
YGR092W,0.483,0.146,0.05,-0.794,-1.567,-2.123,-2.861
YGR138C,0.346,0.633,2.075,1.714,1.216,0.812,1.764
YGR160W,0.391,0.225,-0.345,-1.341,-1.342,-2.551,-2.773
YGR250C,0.363,0.186,0.511,0.637,1.15,1.652,2.358
YHL028W,-0.342,0.075,1.291,1.184,2.042,1.044,0.919
YHR051W,0.274,0.223,0.117,0.607,1.008,2.302,2.934
YHR104W,0.345,0.38,0.495,0.893,1.092,2.618,1.694
YIL101C,-0.923,-0.448,0.0,0.628,-0.202,2.172,2.598
YIR038C,0.185,0.3,0.777,0.939,0.98,2.245,2.037
YJL089W,-0.651,-0.366,-0.212,-0.173,0.616,1.325,3.563
YJL141C,0.672,0.091,-0.006,0.027,0.298,2.011,1.481
YKL109W,0.258,0.703,1.014,0.995,1.215,2.962,3.603
YKL133C,-0.125,-0.038,0.431,0.28,-2.364,1.865,1.413
YKL141W,0.42,0.294,0.587,0.981,1.491,2.174,3.126
YLL044W,0.327,0.229,-0.248,-0.238,-0.461,-2.05,-2.154
YLR149C,-0.186,-0.107,-0.356,0.896,0.438,3.172,3.392
YKR058W,0.053,0.104,0.262,0.594,0.897,2.586,2.171
YKR076W,-0.135,-0.205,0.269,0.576,0.547,2.004,2.728
YLL026W,0.068,0.115,-0.279,1.065,1.312,2.506,3.102
YLR311C,-0.249,-0.367,-0.232,0.38,-0.627,1.47,2.503
YLR339C,0.375,0.535,0.214,0.006,-0.403,-1.723,-2.139
YLR341W,-0.508,0.017,0.787,0.413,-2.322,0.951,0.408
YLR409C,0.274,0.391,0.206,-0.858,-0.787,-2.021,-1.732
YLR413W,0.276,0.417,0.443,-0.463,-0.4,-2.398,-2.459
YML123C,0.568,0.455,0.469,-0.361,-0.471,-2.239,-1.316
YML128C,-0.023,0.154,1.061,1.999,1.735,3.828,3.824
YMR105C,0.133,0.665,0.712,2.006,1.992,3.606,3.115
YMR206W,-0.966,-1.651,-0.185,-0.254,-1.455,1.871,2.575
YMR210W,0.178,-0.103,0.506,0.479,-0.398,2.051,1.109
YMR290C,0.191,-0.086,-0.33,-1.002,-1.319,-2.735,-2.712
YNL036W,-0.008,-1.137,-2.302,-2.043,-2.472,1.33,1.464
YNL060C,0.097,-0.028,-0.226,-0.882,-1.114,-2.052,-1.749
YNL160W,0.305,0.388,1.045,1.705,2.056,3.239,3.244
YNL174W,0.102,-0.047,-0.081,-0.785,-0.605,-2.402,-0.825
YNL200C,-0.196,0.28,0.362,1.533,1.855,3.953,3.0
YNL274C,0.074,-0.085,0.423,0.952,1.273,3.329,2.167
YNR053C,0.249,0.557,0.214,-0.306,-0.414,-1.683,-2.336
YOL071W,0.012,0.033,0.371,0.599,0.531,2.141,1.752
YOR049C,-0.427,-0.535,0.56,0.473,1.069,2.503,2.173
YOR095C,0.036,0.05,0.083,-0.605,-0.699,-2.093,0.196
YOR215C,0.188,0.128,0.298,0.969,1.517,3.984,3.319
YOR273C,-0.012,0.102,0.456,1.099,0.961,1.925,2.066
YOR289W,-0.106,0.006,0.625,0.716,0.732,2.399,2.164
YPL087W,0.122,0.319,1.311,1.351,1.523,2.755,2.459
YPL119C,-0.199,-0.772,0.01,-0.299,-0.615,1.61,2.301
YPL183C,-0.126,-0.06,-0.445,-0.517,-0.672,-2.201,-0.946
YPR020W,-0.044,-0.007,0.059,0.338,0.699,1.91,2.262
NORF 4,0.251,0.053,0.285,0.745,0.701,1.995,2.422
NORF 54,-0.06,-0.037,0.065,0.666,1.174,1.586,2.538
LAMBDA,-0.734,-0.891,-1.102,-0.277,-2.143,-0.415,0.984
YAL067C,-1.537,-2.922,-0.581,-0.94,-1.422,0.672,0.556
YBL099W,0.41,0.377,0.882,0.807,1.405,1.503,2.575
YBR132C,-1.497,-1.813,0.572,0.327,0.232,1.694,2.174
YBR247C,0.062,-0.16,-0.145,-1.009,-0.933,-1.186,-2.436
YCL040W,-0.593,-0.177,0.796,1.036,2.168,2.015,1.693
YCR005C,-0.514,-0.3,0.054,-0.179,-0.861,1.156,2.761
YCR079W,-2.091,-1.316,0.291,-0.402,0.045,1.254,0.838
YDL022W,0.272,0.177,0.118,1.19,1.269,2.133,2.037
YDR030C,-0.638,-0.614,0.219,0.056,-0.019,2.086,1.254
YDR060W,0.011,0.046,-0.088,-0.585,-0.659,-2.233,-2.053
YDR178W,-0.098,-0.063,0.54,1.144,1.372,2.948,3.054
YDR342C,0.24,0.55,0.878,1.722,1.932,2.382,2.023
YDR516C,-0.11,0.246,0.38,0.999,1.26,2.54,1.443
YEL060C,0.266,-0.643,0.414,0.189,0.436,2.073,1.53
YER036C,0.326,0.447,-0.411,-0.746,-0.995,-2.191,-1.813
YER053C,-0.161,0.46,0.992,1.768,2.399,2.51,3.065
YFL030W,-0.957,-0.724,0.136,-0.067,0.47,1.231,2.743
YFL054C,-0.726,-0.432,-0.386,-0.07,0.3,2.824,1.681
YFR033C,0.132,-0.02,-0.065,0.522,0.912,2.538,2.376
YFR053C,0.231,0.424,0.301,1.203,1.772,2.606,0.826
YGL076C,0.147,-0.384,-0.093,-0.597,-0.616,-1.65,-2.376
YGL170C,-2.336,-1.565,0.074,-0.503,-2.424,1.116,0.572
YGR053C,-2.035,-1.028,0.347,0.017,-0.062,1.131,1.144
YGR103W,0.21,-0.007,0.232,-0.714,-0.933,-1.669,-2.173
YHL021C,-0.348,0.139,0.787,1.284,1.297,3.263,2.987
YHR087W,-0.387,-0.338,-0.109,0.326,1.187,3.116,1.389
YIL053W,0.34,0.023,-0.337,-0.743,-1.022,-2.307,-2.573
YIL136W,-0.92,-0.526,0.354,-0.007,2.573,3.914,2.318
YJL148W,0.153,-0.001,0.092,-0.569,-0.449,-1.263,-2.066
YJL194W,-0.143,-0.483,-1.359,-1.302,-1.329,-1.382,-2.783
YJR073C,-0.063,0.101,0.643,1.207,1.723,2.306,2.145
YJR096W,-0.329,-0.026,0.107,0.607,1.401,3.067,1.771
YKL009W,-0.106,-0.352,-0.226,-0.587,-0.868,-2.075,-2.148
YKL081W,0.19,-0.094,-0.072,-0.7,-0.487,-2.104,-2.013
YKL142W,-0.001,0.296,0.177,0.743,1.541,2.75,1.653
YKL148C,0.006,0.222,0.45,0.555,1.532,2.339,2.498
YLR178C,-0.148,-0.064,-0.148,0.996,1.564,3.177,2.411
YLR180W,0.248,0.358,0.149,-0.676,-0.841,-2.588,-2.706
YLR186W,0.103,-0.01,-0.431,-0.784,-0.544,-1.447,-2.005
YLR252W,-0.071,-0.044,-0.057,0.96,0.942,2.229,1.128
YLR258W,0.133,0.457,0.402,2.097,2.275,3.533,3.045
YLR080W,-0.552,-0.72,-0.113,0.427,0.052,2.976,2.123
YLR304C,0.26,0.584,0.424,1.253,1.479,2.014,3.085
YML054C,-0.49,-0.159,0.527,0.113,0.358,2.606,3.39
YMR090W,-0.117,-0.108,0.595,0.468,1.346,2.57,1.642
YMR110C,0.1,0.37,0.239,0.582,1.128,2.401,2.339
YMR114C,-0.452,0.024,1.182,0.072,0.341,4.285,1.676
YMR191W,0.079,0.234,0.524,0.76,0.8,2.163,2.758
YMR196W,-0.127,0.046,-0.087,1.035,1.125,2.005,1.884
YMR217W,0.221,0.142,0.101,-0.876,-1.058,-1.549,-2.318
YMR322C,-0.747,-1.334,-0.994,-0.137,-0.417,1.883,2.087
YNL065W,0.055,0.396,-0.287,-0.795,0.004,-2.147,-2.045
YNL141W,-0.11,0.097,-0.19,-1.057,-1.132,-2.774,-2.682
YNL305C,0.007,0.302,0.569,0.492,1.204,2.74,1.651
YOR374W,0.07,0.56,0.266,1.211,1.624,2.652,2.88
YPL154C,0.288,0.683,1.189,1.485,1.817,2.1,1.931
YPR149W,0.21,0.207,0.305,0.998,1.171,2.113,2.677
YDR258C,-0.226,-0.018,-0.363,0.836,1.281,2.321,2.869
LAMBDA,-0.913,-0.754,-2.322,0.279,0.573,0.054,0.61
YAL025C,0.352,-0.108,-0.101,-0.665,-0.574,-2.137,-1.846
YBL010C,-2.174,-0.926,0.29,-0.438,-0.174,0.571,0.626
YBL078C,-0.322,-0.026,0.026,0.55,1.107,2.646,2.582
YBL100C,0.187,0.295,0.333,0.804,1.204,1.359,2.813
YBL108W,0.1,0.244,0.328,0.442,1.241,0.993,2.839
YBR039W,0.18,-0.059,0.377,0.232,0.737,1.588,2.217
YBR155W,0.272,-0.083,-0.237,-0.872,-0.917,-2.425,-0.647
YBR298C,-0.356,-0.144,0.261,-0.24,0.525,1.695,2.526
YCL025C,0.014,-0.057,0.384,0.294,1.16,0.963,2.906
YCR010C,-0.872,-0.475,0.142,-0.037,0.493,1.048,3.186
YDL021W,-0.163,0.008,0.522,1.13,1.468,2.123,1.755
YDL023C,0.228,0.342,-0.148,1.095,1.231,1.797,2.019
YDL169C,-0.804,-0.896,-0.345,-0.198,0.031,2.039,2.004
YDL233W,-0.9,-0.391,0.269,-0.193,-0.219,1.2,2.198
YDR031W,-0.236,0.086,0.152,0.363,0.962,2.506,1.677
YDR231C,-0.179,-0.208,-0.049,0.457,0.929,2.102,1.959
YDR275W,-0.635,0.202,0.447,-0.033,-0.102,2.129,1.413
YDR277C,-0.28,0.103,0.423,0.359,1.209,2.179,1.992
YDR343C,0.21,0.821,1.227,2.131,1.788,2.305,3.083
YDR513W,0.137,0.203,0.212,0.552,1.126,2.318,2.258
YEL039C,-0.257,-0.345,-0.268,0.172,0.472,2.153,1.719
YER035W,-0.123,-0.033,-0.194,0.087,0.865,2.404,1.596
YER079W,-0.39,-0.588,0.153,0.411,0.722,1.939,2.328
YER110C,0.312,0.247,0.509,-0.388,-0.685,-2.048,-1.252
YER150W,0.049,0.282,1.191,1.863,2.101,3.847,3.832
YER158C,-0.166,0.125,1.068,1.177,1.446,1.549,2.378
YER182W,-0.327,-0.189,-0.22,0.194,0.437,2.181,1.585
YFR015C,-0.595,-0.231,0.525,2.102,2.158,3.517,3.261
YGL047W,-0.038,-0.117,-0.12,0.427,0.793,2.152,1.159
YGL191W,0.104,0.063,-0.031,0.245,1.196,2.618,2.781
YGR008C,-0.001,0.129,0.483,1.388,1.485,2.943,2.5
YGR070W,-0.176,0.055,-0.367,0.27,0.733,2.041,2.509
YGR142W,-0.216,0.022,0.121,0.389,1.058,1.997,2.436
YGR146C,0.08,0.187,-0.241,-0.66,-0.359,1.729,2.15
YGR174C,-0.135,-0.133,-0.025,0.584,0.81,2.465,2.259
YGR244C,0.081,0.235,0.767,1.176,1.947,2.593,2.48
YGR248W,-0.23,-0.504,0.54,0.993,1.972,4.372,2.897
YGR264C,0.499,0.429,-0.083,-0.564,-0.612,-2.522,-1.778
YHL024W,-0.172,-0.095,0.39,0.347,0.696,1.485,2.02
YIL087C,-0.26,-0.161,0.158,0.636,0.815,2.13,2.095
YIL107C,-0.144,-0.044,-0.16,0.655,1.104,1.919,2.179
YIL111W,-0.02,0.347,0.701,1.363,1.872,3.289,1.562
YIL113W,-0.278,-0.209,-0.483,0.172,0.483,2.509,1.815
YJL103C,-0.332,0.146,-0.079,0.243,0.865,2.229,2.668
YJL109C,-0.028,0.143,-0.198,-0.979,-0.865,-3.216,-1.634
YJL151C,0.042,0.362,0.179,0.346,0.765,2.024,1.694
YJL155C,-0.466,0.029,0.452,0.502,1.421,1.795,2.013
YJL177W,0.391,0.33,0.057,-0.216,-0.392,-1.858,-2.013
YJR048W,-0.071,-0.142,-0.042,0.105,0.565,1.302,2.226
YJR095W,-0.755,-0.41,0.89,0.073,0.154,1.834,4.24
YJR121W,0.133,0.208,0.185,0.574,0.827,1.376,2.55
YJR145C,0.134,0.344,-0.333,-0.365,-0.185,-1.469,-2.236
YKL026C,-0.131,-0.015,-0.07,0.483,0.878,3.843,3.191
YKL103C,-0.011,0.258,0.488,1.226,2.079,2.798,2.171
YKL151C,-0.031,0.198,0.507,0.832,0.975,2.799,2.188
YKL191W,0.152,-0.001,-0.337,-1.059,-1.078,-2.249,-0.883
YKL193C,-0.002,0.023,-0.365,0.433,0.841,2.594,1.86
YKR016W,0.106,0.12,0.466,0.734,1.15,2.199,1.997
YLR249W,0.127,0.322,0.035,-0.561,0.168,-1.396,-2.381
YLR251W,-0.196,0.06,-0.069,0.511,1.08,2.229,1.445
YLR259C,0.344,0.299,-0.43,0.374,0.469,1.208,2.059
YLR013W,-0.531,-0.798,-0.545,-0.174,-2.52,0.757,0.354
YLR297W,-0.317,0.894,0.574,0.871,0.877,2.014,1.862
YLR299W,-0.131,0.177,-0.172,0.431,1.218,1.747,2.378
YLR327C,-0.133,-0.21,0.076,1.243,1.578,3.568,3.116
YLR345W,-0.114,0.185,0.197,0.997,1.452,2.233,2.483
YLR355C,0.425,0.175,-0.542,-1.047,-1.005,-2.401,-1.759
YLR395C,0.133,0.124,0.371,0.537,1.181,1.447,2.095
YLR449W,0.02,0.0,0.057,-1.016,-0.785,-2.619,-1.866
YML090W,-0.001,-0.072,-0.448,0.021,0.868,0.879,2.137
YMR031C,-0.055,0.113,0.287,0.605,1.086,1.188,2.319
YMR056C,-0.057,-0.048,0.25,0.48,1.178,1.601,2.725
YMR081C,-0.605,-0.156,0.981,0.456,1.648,2.582,2.79
YMR093W,0.129,0.055,-0.567,-1.071,-1.118,-1.885,-2.142
YMR188C,-0.103,0.01,0.467,0.281,1.242,2.076,1.225
YMR250W,-0.024,0.448,1.024,2.069,2.888,3.373,3.642
YMR297W,0.258,0.77,1.027,1.425,1.697,1.82,2.394
YNL002C,-0.035,-0.21,-0.343,-0.989,-0.671,-2.77,-2.007
YNL052W,-0.19,-0.074,-0.176,0.282,0.902,1.867,2.686
YNL096C,0.185,0.069,-0.411,-0.297,-0.148,-2.14,-2.19
YNL144C,-0.567,-0.256,-0.178,0.353,0.958,2.383,2.47
YNL216W,-0.244,-0.139,-0.623,-0.642,-0.519,-2.086,-0.661
YNR001C,0.253,0.489,0.565,0.949,1.521,2.825,3.667
YOL153C,-0.186,0.002,0.401,0.288,0.875,1.454,2.249
YOR019W,-0.267,-0.086,0.728,-0.119,0.418,1.864,2.646
YOL040C,0.167,0.355,-0.229,-0.217,-0.331,-1.476,-2.241
YOR059C,-0.462,0.021,0.924,0.416,0.695,1.287,2.196
YOR065W,0.211,0.087,0.239,0.464,1.239,1.803,2.846
YOR161C,-0.009,0.186,0.42,1.082,1.019,2.414,1.71
YOR309C,0.27,0.297,0.152,-0.437,-0.139,-2.034,-2.569
YPL123C,-0.25,-0.071,0.369,0.936,1.927,2.486,2.147
YPL131W,0.119,0.372,0.065,-0.627,-0.009,-1.604,-2.152
YPL273W,0.151,0.326,2.672,0.075,0.487,-1.092,-1.306
YPR136C,0.158,-0.13,-0.88,-0.693,-1.02,-2.387,-1.009
YPR156C,0.074,0.535,1.603,1.461,1.58,0.933,2.044
YPR184W,-0.195,0.165,-0.333,0.421,0.858,1.633,3.028
NORF 46,-0.247,0.11,0.042,0.684,1.07,0.845,2.328
